Title,Category 
"Bangladesh's Prime Minister Sheikh Hasina has blamed her political opponents for the deadly unrest in the country, adding she was ""forced"" to impose a curfew for public safety.""We will lift the curfew whenever the situation gets better,"" she said on Monday in a meeting with business leaders in the capital Dhaka.Security forces are accused of excessive force against student protesters, in which more than 150 people have been killed in the past week. Police have arrested over 1,000 people, including several senior opposition leaders.Ms Hasina's comments came a day after Bangladesh's top court scrapped most of the quotas on government jobs, meeting a key demand of protesters. The rallies have sparked one of the deadliest outbreaks of violence in the country for years and escalated into calls for Ms Hasina to quit.Ms Hasina has blamed the main opposition Bangladesh Nationalist Party and the Jamaat-e-Islami and their student wings for the violence, saying her government will work to ""suppress these militants and create a better environment"".Political analysts see the unrest as an unprecedented test for one of Asia's most powerful women.The over-politicisation of the spirit of the liberation war by Sheikh Hasina and her party, the denial of basic voting rights to citizens year after year, and the dictatorial nature of her regime have angered a large section of society,"" said Mubashar Hasan, a research fellow at the University of Oslo who studies authoritarianism in Asia.",Politics 
"Her government abolished the reservation in 2018, following protests. But a court ordered the authorities to reinstate the quotas in June, triggered fresh unrest.he protests by mostly university students began about two weeks ago. They say the system unfairly benefits the children of pro-government groups and they have called for it to be replaced with merit-based recruitment.Ms Hasina initially dismissed the protestors' concerns, which analysts say exacerbated the unrest. On 14 July, she continued to justify the quota system by reinforcing the divide between the descendants of pro-liberation and anti-liberation forces.�Why do [the protesters] have so much resentment towards the freedom fighters? If the grandchildren of the freedom fighters don�t get quota benefits, should the grandchildren of Razakars get the benefit?� she said at a press conference.",Politics 
"Bangladesh is holding general elections on 7 January - the result already looks inevitable.With the main opposition parties boycotting the poll and many of their leaders jailed, the ruling Awami League is all set to be re-elected for a fourth straight parliamentary term.The biggest of these opposition parties, the Bangladesh Nationalist Party (BNP), and its allies say they have no faith that Prime Minister Sheikh Hasina will hold a free and fair election.They called on her to step down and allow the polls to be held under a neutral interim government - a demand she rejected. So the candidates on the ballot will all be from the Awami League, its allies or independents.""Democracy is dead in Bangladesh. What we are going to see in January is a fake election,"" Abdul Moyeen Khan, a senior BNP leader, told the BBC.Bangladesh under Ms Hasina presents a contrasting picture. The Muslim-majority nation, once one of the world's poorest, has achieved credible economic success under her leadership since 2009.It's now one of the fastest-growing economies in the region, even surpassing its giant neighbour India. Its per capita income has tripled in the last decade and the World Bank estimates that more than 25 million people have been lifted out of poverty in the last 20 years.
",Politics 
"The Conservatives are to start a three-month leadership contest to replace Rishi Sunak this week, due to end with the announcement of a new Tory leader on 2 November.Mr Sunak has formally stepped down as party leader, but will remain acting leader until a successor is appointed.No-one has yet officially confirmed they will stand, but potential candidates include former minister Mel Stride who said he was ""considering"" announcing his candidacy.Others include former immigration minister Robert Jenrick, former home secretaries Suella Braverman and Dame Priti Patel, shadow home secretary James Cleverly, shadow security minister Tom Tugendhat and shadow communities secretary Kemi Badenoch.Nominations will open on Wednesday, with candidates needing the backing of 10 MPs to enter the first round of voting. MPs will narrow this down to four candidates, who will have a chance to speak to party members at September's Conservative conference.Speaking to BBC Breakfast on Tuesday, shadow home secretary James Cleverly declined to comment on whether he would put himself forward in the leadership contest, but did not rule out the possibility.",Politics 
"The parliamentary Conservative party is dazed and confused, even grief-stricken.Many knew a big defeat was coming, though some were in denial. All agree that the reality of life in opposition is even worse than expected.�There are a load of MPs I thought I�d be spending decades with in this place,� said another. �They�re really good mates. And almost all of them are gone. It�s a reminder of how vulnerable we all are.�As one shadow cabinet minister put it: �Look at 1997 and look at 2005 - 2005 was a lot longer and went a lot better.�n 1997, the last time the Conservatives were ejected from government, John Major was replaced by William Hague within 49 days. In 2005, it took seven months for David Cameron to be chosen to replace Michael Howard. Lord Hague�s four years as leader were forlorn, Lord Cameron led the Conservatives back into government.One influential backbencher suggested that postponing the start of the contest would allow MPs to see how the putative candidates take to the task of opposition, for example responding in the King�s Speech debate or tabling urgent questions to cabinet ministers.�The problem is we lost votes everywhere at once,� one MP on the right of the party said. �Lots want us to just think about the challenge from Reform, and we must, but we can�t ignore our other former voters.�",Politics 
"After the 2019 general election, Boston and Skegness was the second-safest Conservative seat in the country. The party won 76.7% of the vote with Labour limping in second on 15.2%. Last week Reform UK claimed the seat, even though the Labour vote stayed roughly the same.If every Conservative loss were like that, the party�s clear incentive would be to focus relentlessly on those voters they lost to Reform.But then look at Stratford-on-Avon. At the 2019 election the Conservatives won this seat with 60.6% of the vote, way ahead of the Liberal Democrats on 24.3%.Last week, the Liberal Democrats won the seat, the first time anyone but a Conservative had won there since 1906.Yet the Conservative vote collapsed in more than one direction. Lots of votes were lost to the Liberal Democrats but Reform claimed 14.6% of the vote too.If those votes had gone to the Conservatives, the party would have just clung on to the seat.That�s before you even get on to all the seats where Conservative voters defected in large numbers to Labour.But it�s far from straightforward to assume that Reform votes would have just flowed to the Conservatives without Nigel Farage�s involvement.",Politics 
"�Most Reform voters don�t like the Conservative Party,� says Rob Ford, professor of political science at the University of Manchester. �They courted them for two years and it did nothing.Conservatives assume that because most Reform voters backed the Tories in 2019 that they are low-hanging fruit, easy to win back. But this doesn�t follow. They feel let down by the Conservative Party, and just saying nice things to them isn�t going to cut it for them. Even if you can get some of them back you will lose others in doing so.�Even those MPs who think the Conservatives need to prioritise the Reform UK vote admit there is uncertainty about what�s behind the party's surge.The big question about Reform is whether it�s just about immigration,� one MP on the right of the party said, �or whether it�s also about economics and trust. Some of us think it�s something much bigger, a bit like a Marine Le Pen moment.If we�re right, then it�s no good just pitching for Reform votes by going harder and harder on immigration, because you can never satisfy enough of them, and with some of them you wouldn�t want to. And in the meantime you�re turning off Lib Dems.�",Politics 
"Another Conservative said: �The answer is we need to find a way to appeal to voters we lost to all parties. I don�t know how you do that on policy, but Keir Starmer showed you can do it by looking competent and serious. But I don�t know if any of the candidates we have at the moment can do that.�Others worry, though, that a long leadership contest will allow Labour to develop new arguments about their inheritance in government from the Conservatives, with the Conservative Party too distracted by internal wrangling to hit back.�The only vulnerability Labour will leave us is on small boats - they really don�t have a plan,� one said. �But we won�t be able to beat them on that because of our record. So that leaves space for Reform.�In opposition, though, the matter of attacking the government is mechanical as much as it is about narrative and policy.And the stark reality of the Conservatives� depleted ranks is that they are going to find it hard to be an effective opposition. There are likely to be somewhere between 80 and 90 government ministers to shadow. Appoint a shadow frontbencher to correspond to each one and you�re left with only about 30 backbenchers out of 121 MPs. That�s before two deputy speakers.From the existential to the mundane - that�s the range of questions a traumatised Conservative Party now has to consider. And they don�t all think they will get it right.",Politics 
"The path for Vice-President Kamala Harris to secure the Democratic presidential nomination is clearing.That may end up being the easy part. The most formidable challenge � defeating Republican nominee Donald Trump in November � is still to come. Her elevation to the top of ticket would bring new strengths for the Democrats, but it also exposes weaknesses that were less of a concern with Mr Biden.According to recent polls, Ms Harris trails the former president slightly � a roughly similar position to the one Mr Biden found himself in before his historic announcement. But there may be more room for those numbers to shift as we move from a hypothetical matchup to a very real one.For at least a moment, Democrats have a jolt of energy after more than three weeks of intense hand-wringing over the president�s fitness and ability to sustain his campaign.All of Ms Harris�s leading potential rivals for the nomination have endorsed her, as has former Speaker of the House Nancy Pelosi � who remains one of the most influential players in Democratic politics.",Politics 
"This is, still, shaping up to be a tight race in November - a condition that reflects deep partisan trenches in American politics and the distaste many voters have for Trump as a candidate.The vice-president�s primary challenge � and opportunity - will be to capitalise on this Trump aversion, attract centrist voters in key swing states and energise the Democratic base, which was in the past few weeks swinging towards despair, to match the enthusiasm many on the right hold for the former president.This renewed sense of Democratic presidential enthusiasm comes with a dollar sign attached. According to the Harris campaign, the vice-president raised more than $80m (�62m) in new donations in the 24 hours since Mr Biden�s announcement � the biggest one-day total of any candidate this election cycle. Ms Harris, if she becomes the nominee, also defuses one of the most effective attacks the Republicans have levelled against their opponent: his age.For months, the Trump campaign has been pounding Mr Biden for being feeble and easily confused � characterisations that were reinforced for many Americans after the president�s halting debate performance four weeks ago.The vice-president, at age 59, will be a more energetic campaigner and able to make a more coherent case for her party. She could also turn the 78-year-old Trump�s age against him, as he would become the oldest person ever elected president.",Politics 
"Ms Harris may also be able to shore up support from black voters, who polls indicate had been drifting away from Mr Biden in recent months. If she can combine that with more backing from other minorities and younger voters � Barack Obama�s winning coalition from 2008 and 2012 � it could help her gain ground against Trump in the handful of swing states that will decide this year�s election.Her background as a prosecutor could also burnish tough-on-crime credentials. While her law-enforcement resume was a liability when she ran for the Democratic presidential nomination in 2019 � and led to derisive �Kamala is a cop� attacks from the left � it could help her in a campaign against Trump.The vice-president has also been the administration�s point person on abortion, which has proven to be one of the most potent issues for motivating the Democratic base in recent elections. Mr Biden, by contrast, sometimes had been a reluctant advocate on the issue, hampered by a past record of supporting some limits on the procedure.�I think she reminds suburban women across the country, particularly in those battleground states, of what's at stake with reproductive rights,� former New York congressman Steve Israel, who headed the Democratic Congressional Campaign Committee, told the BBC�s Americast podcast.",Politics 
"For all Harris�s potential strengths, there is a reason why some Democrats were initially reluctant to push Mr Biden to step aside, given that his running mate would be the clear successor.Despite generating Democratic enthusiasm on the subject of abortion, Ms Harris's record as vice-president has been mixed. Early in the administration, she was set the task of addressing the root causes of the migration crisis at the US-Mexico border. A number of missteps and misstatements - including a ham-handed June 2021 interview with NBC News presenter Lester Holt � damaged her standing and opened her to conservative attacks.Republicans are already condemning her as the president�s �border czar�, attempting to make her the face of what public opinion polls have found is the Biden administration's unpopular immigration policies.Immigration is a soft spot for Democrats in those battleground areas,� Mr Israel said. �This is a very salient issue for voters living in those suburbs, fairly or unfairly. They believe that our immigration system is not managed strongly enough.�The Trump campaign will also try to turn the vice-president�s prosecutorial background against her � both by highlighting the former president�s record of enacting criminal justice reform and by attacking her past prosecutorial and parole decisions.Another Harris vulnerability is her chequered track record as a candidate. In her 2016 Senate bid, she faced only token opposition from Republicans in deeply Democratic California.Her one solo run for national office � a bid for the 2020 Democratic presidential nomination � ended in ruins. While she surged early, a combination of fumbled interviews, a lack of clearly defined vision and a poorly managed campaign led her to drop out before even the earliest primary contests.",Politics 
"Sir Keir Starmer has praised the new Parliament as the most diverse in terms of race and gender ""this country has ever seen"" in his first speech to the Commons as prime minister.He vowed to ""put an end to a politics that has too often seemed self-serving"" and replace it with ""the politics of service"".Other party leaders also gave speeches ahead of the swearing in of MPs.Rishi Sunak repeated his apology to Conservative MPs who were not re-elected last week and pledged to take up the role of opposition ""professionally, effectively, and humbly"".The large number of new Labour MPs meant the government side of the Commons was crammed full, with at least 60 Labour MPs left standing.Sir Keir was greeted by a standing ovation from the Labour benches as he arrived in the Commons, and briefly spoke to his predecessor Mr Sunak before the pair took their seats.For the first time in parliamentary history, the proportion of women elected is more than 40%.Sir Keir told the Commons he was ""proud"" of the part Labour had played in improving the diversity of Parliament, adding that the new intake also had the largest cohort of LGBT+ MPs of any parliament in the world.She was suspended from Labour last year over comments about racism and claimed she had been blocked from standing for the party.Mr Sunak, who has promised to stay on as Conservative leader until arrangements for choosing his successor are in place, also paid tribute to Ms Abbott as ""a trailblazer"" and ""inspiration for so many young women of colour"".In his own speech, Liberal Democrat leader Sir Ed Davey, whose party is now the third largest in the Commons with 72 MPs, vowed to hold the government to account, focusing on issues including health, social care, sewage and the cost of living.In a reference to the number of SNP MPs falling from 48 to nine, the party's Westminster leader Stephen Flynn said: ""There's probably a few more new members from Scottish constituencies than I would like to have seen, but I do look forward to working constructively with you to deliver in the best interests of the people that we are all so fortunate to represent.""",Politics 
"North and South Korea, the US, and China agree in principle to declare a formal end to the Korean War which ended in an armistice, says the South's President Moon Jae-in.But talks have yet to begin because of North Korea's demands, he added.The Korean War lasted from 1950 to 1953.North and South Korea have technically been at war ever since - backed by China and the US respectively - and locked in a tense relationship.In September Kim Yo-jong, the powerful sister of North Korean leader Kim Jong-un, signalled that her country could be open to talks, but only if the US dropped what she called a ""hostile policy"" against them.North Korea consistently objects to the presence of US troops in South Korea; the joint military drills held every year between the US and South Korea; as well as US-led sanctions against North Korea's weapons programme.But the US has repeatedly said that North Korea must first abandon its nuclear weapons before any sanctions can be lifted.""Because of that, we are not able to sit down for a discussion or negotiation on the declaration... we hope the talks will be initiated,"" he said.The South Korean leader has previously argued that a formal declaration to end the war would encourage the North to give up its nuclear weapons.",Politics 
"He leaves office in March after five years of heartfelt pleas to bring permanent peace to the Korean peninsula.And yet North Korea remains more cut off than ever. The days of handshakes and promises between Pyongyang and Seoul appear to be over. For now.Trying to bring an end of war agreement to the table is Moon Jae-in's last hope.But he faces significant challenges. The United States appears to be less enthusiastic about the idea. The Biden administration seems happy to talk about it and of course no-one wants a permanent state of war on the peninsula. But some believe an agreement would reward Kim Jong-un without getting any guarantees in return.Those in favour say the agreement is a diplomatic gesture - a starting point to give North Korea security guarantees. Those who oppose it say Pyongyang could use it to demand the withdrawal of 28,500 US troops from South Korea and bring an end to the annual US-South Korea joint military exercises.North Korean state media has also described the idea as ""premature"".There's a bigger problem for President Moon. South Korea did not sign the armistice. This end-of-war agreement is not his gift to give to the history books.He can keep trying to bring all parties to the table, but getting them all to agree to the details would be the diplomatic equivalent of climbing Everest.",Politics 
"During a press briefing in October, US National Security Adviser Jake Sullivan said the US ""may have somewhat different perspectives on the precise sequence or timing of conditions for different steps"" for reaching an agreement on a declaration,Meanwhile, South Korean news agency Yonhap reported last week that top Chinese diplomat Yang Jiechi had pledged his country's support for ""the push for the end-of-war declaration"", citing South Korean diplomats in Beijing.The war began with an incursion across the 38th parallel, the boundary between North and South Korea, by 75,000 troops from the Communist North in June 1950.American troops supporting the South joined the war in the following months and the North Koreans, supported by China and the USSR, were pushed back.A bloody stalemate ensued and an armistice was signed between the US and North Korea in July 1953.Five million troops and civilians lost their lives in the conflict.",Politics 
"Russia has promised an early release of all Indian citizens fighting in its army, India�s foreign ministry has said.The announcement came at the end of Indian Prime Minister Narendra Modi's visit to Moscow, during which he raised the issue with President Vladimir Putin.Delhi has been seeking the release of Indians, who say they were lured to Russia on the promise of non-combat jobs in the army, but were later forced into active combat in Ukraine.On Tuesday, Foreign Secretary Vinay Kwatra said at a press briefing that Mr Modi had ""strongly raised the issue of early discharge"" of Indians who had been ""misled into the service of the Russian army�.�The Russian side promised early discharge of all Indian nationals from the service of the Russian army,� he added.Mr Kwatra said there were about 35-50 Indians in the Russian forces, of whom 10 had already been brought home. The two countries would now work to bring back the remaining men, he added.Most of these men were from poor families who were promised jobs, sometimes as ""helpers"" in the Russian army.Families of the men had appealed to the Indian government for help in bringing them back home.India's foreign ministry had called this a ""matter of deep concern"" and said it was ""pressing very hard with the Russian authorities"" to bring back its citizens.Earlier this year, the ministry urged ""all Indian nationals to exercise due caution and stay away from this conflict"".A joint release by India and Russia after their talks said the two sides had set out nine key areas for closer co-operation, including nuclear energy and medicine.",Politics
